user_id,att_id,user_rating
4025,406.0,10
4025,,10
4025,3384.0,10
4025,4190.0,10
4025,1283.0,10
4025,4324.0,10
4025,2692.0,10
4025,517.0,10
4025,217.0,10
4025,2113.0,10
4025,2103.0,10
4025,3932.0,10
4025,3595.0,10
4025,3331.0,10
4025,896.0,10
4025,2710.0,10
4025,2617.0,10
4025,560.0,10
4025,4170.0,10
4025,2311.0,10
4025,1760.0,10
4025,942.0,10
4025,2508.0,10
4025,790.0,10
4025,4099.0,10
4025,4128.0,10
4025,3426.0,10
4025,2225.0,10
4025,112.0,10
4025,3906.0,10
4025,2421.0,10
4025,1623.0,10
4025,2084.0,10
4025,3065.0,10
4025,1754.0,10
4025,594.0,10
4025,2148.0,10
4025,3607.0,10
4025,,10
4025,1106.0,10
4025,2501.0,10
4025,3552.0,10
4025,3347.0,10
4025,4377.0,10
4025,3373.0,10
4025,2678.0,10
4025,3574.0,10
4025,922.0,10
4025,3807.0,10
4025,185.0,10
4025,4239.0,10
4025,227.0,10
4025,272.0,10
4025,4046.0,10
4025,494.0,10
4025,4018.0,10
4025,2707.0,10
4025,2609.0,10
4025,282.0,10
4025,1871.0,10
4025,3398.0,10
4025,967.0,10
4025,2560.0,10
4025,4284.0,10
4025,1490.0,10
4025,151.0,10
4025,1317.0,10
4025,3335.0,10
4025,2050.0,10
4025,180.0,10
4025,659.0,10
4025,2045.0,10
4025,1253.0,10
4025,4346.0,10
4025,2100.0,10
4025,3142.0,10
4025,2601.0,10
4025,4003.0,10
4025,2379.0,10
4025,2034.0,10
4025,3799.0,10
4025,1486.0,10
4025,315.0,10
4025,166.0,10
4025,4080.0,10
4025,1211.0,10
4025,2826.0,10
4025,4335.0,10
4025,4061.0,10
4025,4106.0,10
4025,1256.0,10
4025,2593.0,10
4025,1317.0,10
4025,2008.0,10
4025,377.0,10
4025,3932.0,10
4025,4025.0,10
4025,928.0,10
4025,,10
4025,4368.0,10
4025,1546.0,10
4025,727.0,10
4025,432.0,10
4025,1918.0,10
4025,152.0,10
4025,1409.0,10
4025,768.0,10
4025,998.0,10
4025,3802.0,10
4025,149.0,10
4025,3583.0,10
4025,1921.0,10
4025,949.0,10
4025,1610.0,10
4025,3487.0,10
4025,1450.0,10
4025,3434.0,10
4025,483.0,10
4025,38.0,10
4025,1066.0,10
4025,1591.0,10
4025,2229.0,10
4025,3308.0,10
4025,3962.0,10
4025,926.0,10
4025,,10
4025,2448.0,10
4025,4222.0,10
4025,2022.0,10
4025,2531.0,10
4025,327.0,10
4025,1730.0,10
4025,3690.0,10
4025,1240.0,10
4025,2948.0,10
4025,4025.0,10
4025,4158.0,10
4025,3323.0,10
4025,3353.0,10
4025,2851.0,10
4025,1881.0,10
4025,2333.0,10
4025,764.0,10
4025,267.0,10
4025,2357.0,10
4025,377.0,10
4025,279.0,10
4025,3324.0,10
4025,1803.0,10
4025,4142.0,10
4025,4098.0,10
4025,2496.0,10
4025,4106.0,10
4025,3689.0,10
4025,2142.0,10
4025,,10
4025,4444.0,10
4025,4157.0,10
4025,2708.0,10
4025,3665.0,10
4025,4146.0,10
4025,4200.0,10
4025,326.0,10
4025,1077.0,10
4025,219.0,10
4025,4443.0,10
4025,3265.0,10
4025,1479.0,10
4025,3686.0,10
4025,4187.0,10
4025,3425.0,10
4025,1118.0,10
4025,1602.0,10
4025,4268.0,10
4025,4382.0,10
4025,221.0,10
4025,989.0,10
4025,390.0,10
4025,788.0,10
4025,1098.0,10
4025,915.0,10
4025,1097.0,10
4025,682.0,10
4025,2366.0,10
4025,764.0,10
4025,2820.0,10
4025,2486.0,10
4025,3762.0,10
4025,994.0,10
4025,1331.0,10
4025,4106.0,10
4025,1355.0,10
4025,3249.0,10
4025,2160.0,10
4025,3798.0,10
4025,3499.0,10
4025,1653.0,10
4025,3352.0,10
4025,1300.0,10
4025,517.0,10
4025,3290.0,10
4025,4031.0,10
4025,2208.0,10
4025,3726.0,10
4025,2863.0,10
4025,2261.0,10
4025,3091.0,10
4025,2352.0,10
4025,1845.0,10
4025,1584.0,10
4025,675.0,10
4025,265.0,10
4025,4033.0,10
4025,1215.0,10
4025,1338.0,10
4025,993.0,10
4025,1973.0,10
4025,2916.0,10
4025,2597.0,10
4025,2284.0,10
4025,4122.0,10
4025,2593.0,10
4025,155.0,10
4025,2916.0,10
4025,4124.0,10
4025,3288.0,10
4025,431.0,10
4025,1811.0,10
4025,183.0,10
4025,1858.0,10
4025,4460.0,10
4025,2496.0,10
4025,2062.0,10
4025,4378.0,10
4025,2172.0,10
4025,845.0,10
4025,2566.0,10
4025,3780.0,10
4025,3025.0,10
4025,132.0,10
4025,3134.0,10
4025,224.0,10
4025,225.0,10
4025,1977.0,10
4025,2820.0,10
4025,4070.0,10
4025,2639.0,10
4025,2925.0,10
4025,1231.0,10
4025,60.0,10
4025,513.0,10
4025,3660.0,10
4025,1298.0,10
4025,2896.0,10
4025,1197.0,10
4025,4107.0,10
4025,1841.0,10
4025,4211.0,10
4025,2210.0,10
4025,1210.0,10
4025,2338.0,10
4025,1580.0,10
4025,3784.0,10
4025,2799.0,10
4025,2507.0,10
4025,4124.0,10
4025,198.0,10
4025,1500.0,10
4025,3607.0,10
4025,3607.0,10
4025,1384.0,10
4025,185.0,10
4025,,10
4025,474.0,10
4025,2038.0,10
4025,1555.0,10
4025,3177.0,10
4025,483.0,10
4025,2124.0,10
4025,2529.0,10
4025,3855.0,10
4025,926.0,10
4025,3649.0,10
4025,1319.0,10
4025,2289.0,10
4025,3324.0,10
4025,1462.0,10
4025,2635.0,10
4025,2666.0,10
4025,3701.0,10
4025,3863.0,10
4025,4265.0,10
4025,4225.0,10
4025,3967.0,10
4025,2247.0,10
4025,2045.0,10
4025,3626.0,10
4025,1954.0,10
4025,152.0,10
4025,1560.0,10
4025,2508.0,10
4025,3790.0,10
4025,1012.0,10
4025,1735.0,10
4025,149.0,10
4025,1199.0,10
4025,1097.0,10
4025,535.0,10
4025,,10
4025,3708.0,10
4025,2568.0,10
4025,942.0,10
4025,276.0,10
4025,489.0,10
4025,3614.0,10
4025,3119.0,10
4025,2193.0,10
4025,1664.0,10
4025,681.0,10
4025,4224.0,10
4025,1815.0,10
4025,2596.0,10
4025,1555.0,10
4025,3484.0,10
4025,3876.0,10
4025,1180.0,10
4025,,10
4025,3533.0,10
4025,919.0,10
4025,4056.0,10
4025,2546.0,10
4025,1926.0,10
4025,817.0,10
4025,1812.0,10
4025,904.0,10
4025,815.0,10
4025,961.0,10
4025,2162.0,10
4025,1228.0,10
4025,2429.0,10
4025,2707.0,10
4025,2683.0,10
4025,3606.0,10
4025,431.0,10
4025,4004.0,10
4025,790.0,10
4025,1646.0,10
4025,1938.0,10
4025,1538.0,10
4025,415.0,10
4025,1722.0,10
4025,167.0,10
4025,1402.0,10
4025,525.0,10
4025,1778.0,10
4025,1916.0,10
4025,4158.0,10
4025,3689.0,10
4025,3585.0,10
4025,1802.0,10
4025,,10
4025,4265.0,10
4025,2160.0,10
4025,3706.0,10
4025,,10
4025,449.0,10
4025,2109.0,10
4025,3460.0,10
4025,267.0,10
4025,1507.0,10
4025,2266.0,10
4025,3855.0,10
4025,2323.0,10
4025,143.0,10
4025,3100.0,10
4025,149.0,10
4025,1056.0,10
4025,4124.0,10
4025,3863.0,10
4025,755.0,10
4025,1409.0,10
4025,4343.0,10
4025,3379.0,10
4025,2434.0,10
4025,1309.0,10
4025,3762.0,10
4025,957.0,10
4025,3807.0,10
4025,3559.0,10
4025,2660.0,10
4025,2175.0,10
4025,3292.0,10
4025,339.0,10
4025,131.0,10
4025,778.0,10
4025,1281.0,10
4025,2050.0,10
4025,3565.0,10
4025,4061.0,10
4025,3279.0,10
4025,3110.0,10
4025,279.0,10
4025,3221.0,10
4025,4005.0,10
4025,1286.0,10
4025,4216.0,10
4025,1385.0,10
4025,2742.0,10
4025,756.0,10
4025,563.0,10
4025,1486.0,10
4025,2612.0,10
4025,1737.0,10
4025,1500.0,10
4025,1760.0,10
4025,4237.0,10
4025,1505.0,10
4025,186.0,10
4025,2006.0,10
4025,378.0,10
4025,559.0,10
4025,1117.0,10
4025,2500.0,10
4025,1594.0,10
4025,1175.0,10
4025,2828.0,10
4025,1309.0,10
4025,3549.0,10
4025,2550.0,10
4025,1598.0,10
4025,786.0,10
4025,2375.0,10
4025,1215.0,10
4025,660.0,10
4025,851.0,10
4025,1263.0,10
4025,638.0,10
4025,501.0,10
4025,834.0,10
4025,733.0,10
4025,4117.0,10
4025,1368.0,10
4025,3110.0,10
4025,1323.0,10
4025,3082.0,10
