,att_id,att_name,att_cat,att_price,score
6,6,whistler_small-group_day_trip_from_vancouver,featured_tours_and_tickets,145.0,4.999999999999999
623,1355,ultimate_day_tour_to_victoria,tours_&_sightseeing,363.56,4.8827983564972595
214,428,ultimate_day_tour_to_victoria,day_trips_&_excursions,363.56,3.659982226478382
5,5,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,featured_tours_and_tickets,204.42,3.450259440876362
1392,3377,ultimate_day_tour_to_victoria,recommended_experiences,363.56,3.3733887731173278
580,1303,vancouver_city_sightseeing_tour,tours_&_sightseeing,80.0,3.310098633137005
1416,3404,stanley_park_horse-drawn_tours,recommended_experiences,42.0,2.8710770788099795
704,1571,niagara_falls_canada_tour_from_niagara_usa,tours_&_sightseeing,156.71,2.8406476536162173
1112,2419,ottawa_river_historic_sightseeing_cruise,family_friendly,28.0,2.745730082863608
1193,2609,ultimate_day_tour_to_victoria,luxury_&_special_occasions,363.56,2.722591395226132
1050,2239,niagara_falls_day_tour_from_toronto,family_friendly,94.92,2.2082912952079234
77,135,summer_whale_watching_on_vancouver_island,"cruises,_sailing_&_water_tours",145.95,2.0778925942606326
0,0,vancouver_city_sightseeing_tour,featured_tours_and_tickets,80.0,2.0068257510528613
587,1310,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",tours_&_sightseeing,158.0,1.9293033715990797
596,1323,niagara_on_the_lake_wine_tour_with_cheese_pairing,tours_&_sightseeing,83.62,1.8508508104310797
1443,3431,flavors_of_old_montreal_walking_tour,recommended_experiences,68.0,1.6986364675610157
918,2025,little_italy_walking_food_tour_in_vancouver,walking_&_biking_tours,73.0,1.6889486751069795
474,1081,2_hour_banff_horseback_riding_adventure,outdoor_activities,124.95,1.6715116298059747
1054,2243,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,family_friendly,57.5,1.57650189674932
964,2088,ultimate_day_tour_to_victoria,water_sports,363.56,1.5007649401415248
1472,3470,whistler_sasquatch_zipline,recommended_experiences,135.45,1.3933367802045102
1059,2248,niagara_on_the_lake_wine_tour_with_cheese_pairing,family_friendly,83.62,1.371380650783158
583,1306,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,tours_&_sightseeing,149.89,1.362081964863077
1058,2247,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,family_friendly,169.0,1.35038799840444
402,887,ultimate_day_tour_to_victoria,sightseeing_tickets_&_passes,363.56,1.3101158896363652
279,583,niagara_falls_one_day_sightseeing_tour_from_toronto,"food,_wine_&_nightlife",99.0,1.2955857665663648
1564,3585,overnight_camping_and_river-rafting_trip_in_squamish,recommended_experiences,425.24,1.2127331077181216
1304,3285,niagara_falls_day_tour_from_toronto,recommended_experiences,94.92,1.1977269345136337
1308,3289,quebec_city_walking_tour,recommended_experiences,30.99,1.1185071195551013
606,1335,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",tours_&_sightseeing,72.45,1.1164239174866435
