,att_id,att_name,att_cat,att_price,score
6,6,whistler_small-group_day_trip_from_vancouver,featured_tours_and_tickets,145.0,5.0
624,1355,ultimate_day_tour_to_victoria,tours_&_sightseeing,363.56,4.882800559289139
214,428,ultimate_day_tour_to_victoria,day_trips_&_excursions,363.56,3.6599811101923225
5,5,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,featured_tours_and_tickets,204.42,3.4502585089108684
1394,3377,ultimate_day_tour_to_victoria,recommended_experiences,363.56,3.373386780996895
581,1303,vancouver_city_sightseeing_tour,tours_&_sightseeing,80.0,3.3101003354783334
1418,3404,stanley_park_horse-drawn_tours,recommended_experiences,42.0,2.8710674105562757
705,1571,niagara_falls_canada_tour_from_niagara_usa,tours_&_sightseeing,156.71,2.840643149652959
1114,2419,ottawa_river_historic_sightseeing_cruise,family_friendly,28.0,2.745715673189396
1195,2609,ultimate_day_tour_to_victoria,luxury_&_special_occasions,363.56,2.7225849352328018
1052,2239,niagara_falls_day_tour_from_toronto,family_friendly,94.92,2.2082730007735165
77,135,summer_whale_watching_on_vancouver_island,"cruises,_sailing_&_water_tours",145.95,2.0778788380975057
0,0,vancouver_city_sightseeing_tour,featured_tours_and_tickets,80.0,2.006806650768215
588,1310,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",tours_&_sightseeing,158.0,1.9292978355035437
597,1323,niagara_on_the_lake_wine_tour_with_cheese_pairing,tours_&_sightseeing,83.62,1.8508352679107793
1445,3431,flavors_of_old_montreal_walking_tour,recommended_experiences,68.0,1.6986283782651694
920,2025,little_italy_walking_food_tour_in_vancouver,walking_&_biking_tours,73.0,1.6889401416594656
475,1081,2_hour_banff_horseback_riding_adventure,outdoor_activities,124.95,1.6714936131075862
1056,2243,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,family_friendly,57.5,1.5764863963530773
966,2088,ultimate_day_tour_to_victoria,water_sports,363.56,1.5007508632129742
1474,3470,whistler_sasquatch_zipline,recommended_experiences,135.45,1.3933303584701628
