,att_id,att_name,att_cat,att_price,score
6,6,whistler_small-group_day_trip_from_vancouver,featured_tours_and_tickets,145.0,5.0
624,1355,ultimate_day_tour_to_victoria,tours_&_sightseeing,363.56,4.882802674505289
213,428,ultimate_day_tour_to_victoria,day_trips_&_excursions,363.56,3.659989787004703
5,5,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,featured_tours_and_tickets,204.42,3.4502865842142514
1394,3377,ultimate_day_tour_to_victoria,recommended_experiences,363.56,3.3734183875150827
580,1303,vancouver_city_sightseeing_tour,tours_&_sightseeing,80.0,3.310110279234225
1418,3404,stanley_park_horse-drawn_tours,recommended_experiences,42.0,2.871112254566366
705,1571,niagara_falls_canada_tour_from_niagara_usa,tours_&_sightseeing,156.71,2.840682167763271
1114,2419,ottawa_river_historic_sightseeing_cruise,family_friendly,28.0,2.745786391426458
1194,2609,ultimate_day_tour_to_victoria,luxury_&_special_occasions,363.56,2.7226180654675005
1051,2239,niagara_falls_day_tour_from_toronto,family_friendly,94.92,2.20836306359724
78,135,summer_whale_watching_on_vancouver_island,"cruises,_sailing_&_water_tours",145.95,2.077936327538959
0,0,vancouver_city_sightseeing_tour,featured_tours_and_tickets,80.0,2.006895492984486
587,1310,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",tours_&_sightseeing,158.0,1.9293321212497858
596,1323,niagara_on_the_lake_wine_tour_with_cheese_pairing,tours_&_sightseeing,83.62,1.8509115757325347
1445,3431,flavors_of_old_montreal_walking_tour,recommended_experiences,68.0,1.6986673035253281
919,2025,little_italy_walking_food_tour_in_vancouver,walking_&_biking_tours,73.0,1.6889777534692636
474,1081,2_hour_banff_horseback_riding_adventure,outdoor_activities,124.95,1.6715741612734225
1055,2243,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,family_friendly,57.5,1.5765542763604463
965,2088,ultimate_day_tour_to_victoria,water_sports,363.56,1.5008111985363528
597,1324,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,tours_&_sightseeing,136.26,1.4089916239220863
1474,3470,whistler_sasquatch_zipline,recommended_experiences,135.45,1.3933632332021146
1060,2248,niagara_on_the_lake_wine_tour_with_cheese_pairing,family_friendly,83.62,1.3714448653588471
583,1306,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,tours_&_sightseeing,149.89,1.3621431937460313
1059,2247,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,family_friendly,169.0,1.3504410806479112
402,887,ultimate_day_tour_to_victoria,sightseeing_tickets_&_passes,363.56,1.3101586099966456
279,583,niagara_falls_one_day_sightseeing_tour_from_toronto,"food,_wine_&_nightlife",99.0,1.2956286167089415
1565,3585,overnight_camping_and_river-rafting_trip_in_squamish,recommended_experiences,425.24,1.212778365762576
1305,3285,niagara_falls_day_tour_from_toronto,recommended_experiences,94.92,1.1977771982841223
1309,3289,quebec_city_walking_tour,recommended_experiences,30.99,1.118559289088729
607,1335,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",tours_&_sightseeing,72.45,1.1164765822593044
544,1202,call_of_the_wild_atv_tour,outdoor_activities,156.45,1.0908197175582874
1191,2606,niagara_falls_helicopter_tour,luxury_&_special_occasions,145.0,1.0791691684943345
56,82,ultimate_day_tour_to_victoria,"cruises,_sailing_&_water_tours",363.56,1.069592349525113
196,406,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,day_trips_&_excursions,210.0,1.0392776033247606
147,301,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,cultural_&_theme_tours,149.89,0.9966715153362612
442,980,ultimate_day_tour_to_victoria,outdoor_activities,363.56,0.9901240311840377
1116,2421,interactive_pirate_cruise_from_granville_island,family_friendly,34.5,0.9517991149796736
1061,2249,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,family_friendly,136.25,0.9431673582884861
614,1343,5.5-hour_jasper_wildlife_and_waterfalls_tour_with_maligne_lake_cruise_from_jasper,tours_&_sightseeing,144.59,0.9150027488083919
976,2124,three_sisters_sea_kayaking_day_tour,water_sports,136.85,0.9128195234265324
880,1942,vancouver_biking_and_hiking_tour_including_lunch,walking_&_biking_tours,135.5,0.9050243775326103
1341,3321,vancouver_highlights_bike_tour,recommended_experiences,94.45,0.8963160054546239
1420,3406,wild_current_canoe_adventure_at_pyramid_lake,recommended_experiences,120.0,0.8958540167598394
202,413,niagara_on_the_lake_wine_tour_with_cheese_pairing,day_trips_&_excursions,83.62,0.8874297687729518
618,1348,toronto's_original_brunch_food_tour,tours_&_sightseeing,99.0,0.8823556172973849
430,966,niagara_falls_helicopter_tour,outdoor_activities,145.0,0.8690944228301624
1336,3316,niagara-on-the-lake_wine_tour_and_tastings_with_transport,recommended_experiences,40.0,0.8606301970596998
1142,2462,skagway_shore_excursion:_full-day_tour_of_the_yukon,shore_excursions,157.45,0.8367797436447061
1069,2258,niagara_falls_helicopter_tour,family_friendly,145.0,0.8349703053202399
47,72,half-day_whale_watching_adventure_from_vancouver,"cruises,_sailing_&_water_tours",181.13,0.8338781707261302
