,att_id,att_name,att_cat,att_price,score
5,6,whistler_small-group_day_trip_from_vancouver,featured_tours_and_tickets,145.0,5.0
619,1355,ultimate_day_tour_to_victoria,tours_&_sightseeing,363.56,4.882802817962785
211,428,ultimate_day_tour_to_victoria,day_trips_&_excursions,363.56,3.659978908729969
1387,3377,ultimate_day_tour_to_victoria,recommended_experiences,363.56,3.373375445460232
577,1303,vancouver_city_sightseeing_tour,tours_&_sightseeing,80.0,3.310094427764713
1411,3404,stanley_park_horse-drawn_tours,recommended_experiences,42.0,2.871055766363067
700,1571,niagara_falls_canada_tour_from_niagara_usa,tours_&_sightseeing,156.71,2.8406289687275446
1188,2609,ultimate_day_tour_to_victoria,luxury_&_special_occasions,363.56,2.7225786715945497
1047,2239,niagara_falls_day_tour_from_toronto,family_friendly,94.92,2.2082437837799405
77,135,summer_whale_watching_on_vancouver_island,"cruises,_sailing_&_water_tours",145.95,2.07786099509476
0,0,vancouver_city_sightseeing_tour,featured_tours_and_tickets,80.0,2.0067783682226374
584,1310,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",tours_&_sightseeing,158.0,1.92928662808875
592,1323,niagara_on_the_lake_wine_tour_with_cheese_pairing,tours_&_sightseeing,83.62,1.8508071363930247
1438,3431,flavors_of_old_montreal_walking_tour,recommended_experiences,68.0,1.6986163712870905
915,2025,little_italy_walking_food_tour_in_vancouver,walking_&_biking_tours,73.0,1.688928077306668
471,1081,2_hour_banff_horseback_riding_adventure,outdoor_activities,124.95,1.6714659363976812
1051,2243,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,family_friendly,57.5,1.5764635236054143
961,2088,ultimate_day_tour_to_victoria,water_sports,363.56,1.5007324944656315
593,1324,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,tours_&_sightseeing,136.26,1.4088881939419244
1467,3470,whistler_sasquatch_zipline,recommended_experiences,135.45,1.3933192087366757
1056,2248,niagara_on_the_lake_wine_tour_with_cheese_pairing,family_friendly,83.62,1.3713349524778042
580,1306,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,tours_&_sightseeing,149.89,1.3620385654198985
1055,2247,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,family_friendly,169.0,1.3503511808419018
