,att_id,att_name,att_cat,att_price,score
5,6,whistler_small-group_day_trip_from_vancouver,featured_tours_and_tickets,145.0,5.0
615,1355,ultimate_day_tour_to_victoria,tours_&_sightseeing,363.56,4.882798287848578
212,428,ultimate_day_tour_to_victoria,day_trips_&_excursions,363.56,3.659977712752458
1376,3377,ultimate_day_tour_to_victoria,recommended_experiences,363.56,3.373371247564243
574,1303,vancouver_city_sightseeing_tour,tours_&_sightseeing,80.0,3.310094663584337
1400,3404,stanley_park_horse-drawn_tours,recommended_experiences,42.0,2.8710519541566484
696,1571,niagara_falls_canada_tour_from_niagara_usa,tours_&_sightseeing,156.71,2.8406265334607723
1101,2419,ottawa_river_historic_sightseeing_cruise,family_friendly,28.0,2.7456896356474356
1181,2609,ultimate_day_tour_to_victoria,luxury_&_special_occasions,363.56,2.7225689961126007
76,135,summer_whale_watching_on_vancouver_island,"cruises,_sailing_&_water_tours",145.95,2.0778575064697318
0,0,vancouver_city_sightseeing_tour,featured_tours_and_tickets,80.0,2.006774126792642
579,1310,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",tours_&_sightseeing,158.0,1.9292843736732463
587,1323,niagara_on_the_lake_wine_tour_with_cheese_pairing,tours_&_sightseeing,83.62,1.850804159442002
909,2025,little_italy_walking_food_tour_in_vancouver,walking_&_biking_tours,73.0,1.6889276414377425
470,1081,2_hour_banff_horseback_riding_adventure,outdoor_activities,124.95,1.6714637977155726
1042,2243,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,family_friendly,57.5,1.576458433886496
955,2088,ultimate_day_tour_to_victoria,water_sports,363.56,1.5007290714492445
588,1324,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,tours_&_sightseeing,136.26,1.40888420745041
1455,3470,whistler_sasquatch_zipline,recommended_experiences,135.45,1.3933187301311287
1047,2248,niagara_on_the_lake_wine_tour_with_cheese_pairing,family_friendly,83.62,1.371330702185944
1046,2247,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,family_friendly,169.0,1.3503482688469406
398,887,ultimate_day_tour_to_victoria,sightseeing_tickets_&_passes,363.56,1.310084720038717
276,583,niagara_falls_one_day_sightseeing_tour_from_toronto,"food,_wine_&_nightlife",99.0,1.2955539562560918
598,1335,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",tours_&_sightseeing,72.45,1.1163832984040425
539,1202,call_of_the_wild_atv_tour,outdoor_activities,156.45,1.0907157439574646
1178,2606,niagara_falls_helicopter_tour,luxury_&_special_occasions,145.0,1.0790677542918434
54,82,ultimate_day_tour_to_victoria,"cruises,_sailing_&_water_tours",363.56,1.0694661261667928
195,406,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,day_trips_&_excursions,210.0,1.0391710622600316
145,301,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,cultural_&_theme_tours,149.89,0.9965628655194922
438,980,ultimate_day_tour_to_victoria,outdoor_activities,363.56,0.990027283346262
1103,2421,interactive_pirate_cruise_from_granville_island,family_friendly,34.5,0.9517052053075438
1048,2249,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,family_friendly,136.25,0.9430720164508644
605,1343,5.5-hour_jasper_wildlife_and_waterfalls_tour_with_maligne_lake_cruise_from_jasper,tours_&_sightseeing,144.59,0.9149090009732752
966,2124,three_sisters_sea_kayaking_day_tour,water_sports,136.85,0.9127160010910663
870,1942,vancouver_biking_and_hiking_tour_including_lunch,walking_&_biking_tours,135.5,0.9049298704413167
1323,3321,vancouver_highlights_bike_tour,recommended_experiences,94.45,0.8962484631406252
1402,3406,wild_current_canoe_adventure_at_pyramid_lake,recommended_experiences,120.0,0.8957970675338027
201,413,niagara_on_the_lake_wine_tour_with_cheese_pairing,day_trips_&_excursions,83.62,0.8873150048825983
609,1348,toronto's_original_brunch_food_tour,tours_&_sightseeing,99.0,0.8822638619500236
426,966,niagara_falls_helicopter_tour,outdoor_activities,145.0,0.8689967449441851
1318,3316,niagara-on-the-lake_wine_tour_and_tastings_with_transport,recommended_experiences,40.0,0.8605281458844904
1130,2462,skagway_shore_excursion:_full-day_tour_of_the_yukon,shore_excursions,157.45,0.8366821423109466
1056,2258,niagara_falls_helicopter_tour,family_friendly,145.0,0.8349275441042194
45,72,half-day_whale_watching_adventure_from_vancouver,"cruises,_sailing_&_water_tours",181.13,0.8337781291174134
862,1931,ultimate_day_tour_to_victoria,walking_&_biking_tours,363.56,0.8296181924476497
1063,2266,ultimate_day_tour_to_victoria,family_friendly,363.56,0.8086882044941788
82,145,lady_muskoka_boat_cruise,"cruises,_sailing_&_water_tours",42.94,0.8071713065174025
1302,3298,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,recommended_experiences,57.5,0.7820369207315073
1317,3315,niagara_falls_platinum_tour_from_toronto_with_cruise_and_lunch,recommended_experiences,149.0,0.7705600961052362
843,1911,small-group_quebec_city_food_tour,walking_&_biking_tours,53.0,0.7697322939652335
443,986,jasper_to_banff_one-way_tour,outdoor_activities,257.25,0.7503654394229486
464,1042,3_hour_whale_watching_tour,outdoor_activities,129.0,0.7224962224732681
844,1912,victoria_guided_food_and_history_tour,walking_&_biking_tours,63.0,0.7030229116260217
1537,3570,squamish_cheakamus_white-water_rafting_from_whistler,recommended_experiences,120.74,0.689578054338468
902,2016,downtown_toronto_bike_tour,walking_&_biking_tours,84.75,0.6860274234612195
1373,3374,niagara_falls_open-top_jet-boat_ride,recommended_experiences,79.04,0.6828970340662534
87,150,victoria_whale_watching_tour_on_a_covered_vessel,"cruises,_sailing_&_water_tours",122.0,0.6761998887949049
1319,3317,niagara_on_the_lake_wine_tour_with_cheese_pairing,recommended_experiences,83.62,0.6670497084611399
1399,3403,whistler_wilderness_snowmobile_run,recommended_experiences,208.96,0.6300178912754489
600,1338,niagara_falls_one_day_sightseeing_tour_from_toronto,tours_&_sightseeing,99.0,0.624743711947087
953,2086,whale-watching_tour_from_vancouver,water_sports,138.5,0.6075057747661812
1297,3293,small-group_quebec_city_food_tour,recommended_experiences,53.0,0.6074965381161919
294,606,3-hour_old_chinatown_food_tour_in_toronto,"food,_wine_&_nightlife",100.0,0.5987436381008939
583,1315,toronto_city_hop-on_hop-off_tour,tours_&_sightseeing,43.0,0.584087109761917
30,41,vancouver_to_victoria_seaplane_flight,"air,_helicopter_&_balloon_tours",218.0,0.5811280419596905
206,419,luxury_niagara_falls_day_trip_from_toronto_with_cruise_and_lunch,day_trips_&_excursions,169.0,0.5689429697986456
444,988,3_hour_banff_horseback_riding_adventures,outdoor_activities,170.1,0.5672025657659131
1174,2602,niagara_on_the_lake_wine_tour_with_cheese_pairing,luxury_&_special_occasions,83.62,0.5615748888837229
12,14,niagara_falls_helicopter_tour,"air,_helicopter_&_balloon_tours",145.0,0.5612156510389408
1298,3294,vancouver_city_hop-on_hop-off_tour,recommended_experiences,31.2,0.5548702812341345
1499,3517,maligne_lake_cruise,recommended_experiences,82.95,0.5470955789818291
462,1014,talking_trees_-_indigenous_walking_tour,outdoor_activities,40.0,0.5449635305526572
1329,3327,whale-watching_cruise_with_expert_naturalists,recommended_experiences,94.5,0.5418355938274622
1517,3540,little_italy_walking_food_tour_in_vancouver,recommended_experiences,73.0,0.5409785162035949
136,233,quebec_city_historic_discoverers_cruise,cultural_&_theme_tours,44.83,0.534299583309909
263,567,small-group_quebec_city_food_tour,"food,_wine_&_nightlife",53.0,0.5286783773011576
50,78,victoria_whale_and_wildlife_cruise,"cruises,_sailing_&_water_tours",151.2,0.5260650315677402
130,222,niagara_on_the_lake_wine_tour_with_cheese_pairing,cultural_&_theme_tours,83.62,0.5147238865458319
954,2087,niagara_falls_open-top_jet-boat_ride,water_sports,79.04,0.511833441312735
596,1333,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,tours_&_sightseeing,157.07,0.4828519647140586
759,1679,call_of_the_wild_atv_tour,tours_&_sightseeing,156.45,0.4810249866568501
480,1097,whistler_sasquatch_zipline,outdoor_activities,135.45,0.4777122125629424
1009,2188,english_bay_jet_ski_tour_from_vancouver,water_sports,155.68,0.4717439798738015
623,1367,stanley_park_horse-drawn_tours,tours_&_sightseeing,42.0,0.45501619800529985
59,88,quebec_city_historic_discoverers_cruise,"cruises,_sailing_&_water_tours",44.83,0.44545135992681684
264,568,victoria_guided_food_and_history_tour,"food,_wine_&_nightlife",63.0,0.43774862004928705
1294,3288,vancouver_city_sightseeing_tour,recommended_experiences,80.0,0.43753414190546736
125,216,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,cultural_&_theme_tours,57.5,0.43523429433482286
1490,3507,niagara_falls_canada_tour_from_niagara_usa,recommended_experiences,156.7,0.43150313130707707
1314,3312,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,recommended_experiences,169.0,0.4298797509331076
1307,3303,victoria_guided_food_and_history_tour,recommended_experiences,63.0,0.4208205803031922
203,415,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,day_trips_&_excursions,157.07,0.41738981713795203
1330,3328,northern_lights_tour_from_yellowknife,recommended_experiences,100.0,0.404096894915053
1305,3301,quebec_city_sightseeing_tour,recommended_experiences,42.0,0.40276141622464884
1291,3284,walking_tour_of_old_montreal,recommended_experiences,29.5,0.40038386598827497
460,1012,summer_tour:_banff_and_its_wildlife,outdoor_activities,74.55,0.39498501797728897
952,2085,victoria_whale_and_wildlife_cruise,water_sports,151.2,0.3907124411436724
284,594,fine_dining_dinner_tour_in_whistler,"food,_wine_&_nightlife",131.24,0.38871236722197483
795,1739,full-day_niagara_ice_wine_festival_tour_with_lunch_and_winery_visits,tours_&_sightseeing,395.0,0.38219896344561155
194,405,luxury_niagara_falls_day_trip_from_toronto_with_cruise_and_lunch,day_trips_&_excursions,169.0,0.37924166991513436
47,75,whale-watching_cruise_with_expert_naturalists,"cruises,_sailing_&_water_tours",94.5,0.37784753588807485
1177,2605,niagara_falls_one_day_sightseeing_tour_from_toronto,luxury_&_special_occasions,99.0,0.37514936430969903
1506,3527,6-hour_eagle_viewing_river_float_trip_from_vancouver_with_lunch,recommended_experiences,157.49,0.374816427434378
849,1917,gastronomic_gastown_walking_tour,walking_&_biking_tours,146.35,0.37442212163031435
1053,2255,medieval_times_dinner_and_tournament_toronto,family_friendly,68.99,0.37156530928376047
396,861,butchart_gardens_tour_from_victoria,sightseeing_tickets_&_passes,73.5,0.3695150339084487
1114,2440,kingston_discovery_sightseeing_cruise,family_friendly,39.55,0.3626912108526423
160,325,niagara_falls_canada_tour_from_niagara_usa,cultural_&_theme_tours,156.71,0.3582482256543923
1303,3299,johnston_canyon_icewalk,recommended_experiences,79.8,0.35569165661695434
1335,3333,evening_wildlife_safari,recommended_experiences,58.8,0.3548185061784164
591,1327,guided_tour_of_the_fairmont_le_château_frontenac_in_quebec_city,tours_&_sightseeing,26.25,0.3512460100110803
1477,3494,beyond_the_bagel:_montreal_jewish_food_walking_tour,recommended_experiences,85.0,0.35047822000377643
999,2176,squamish_elaho_white-water_rafting_from_vancouver,water_sports,215.24,0.3455605388358779
49,77,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island","cruises,_sailing_&_water_tours",72.45,0.34453673185203404
831,1832,private_arrival_transfer:_calgary_international_airport_to_banff,transfers_&_ground_transport,528.26,0.3341366553475399
1187,2646,3_hour_whale_watching_tour,luxury_&_special_occasions,129.0,0.3237725339382019
1304,3300,butchart_gardens_tour_from_victoria,recommended_experiences,73.5,0.3210628295934552
1519,3542,interactive_pirate_cruise_from_granville_island,recommended_experiences,34.5,0.319509298123501
46,74,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,"cruises,_sailing_&_water_tours",136.26,0.3186697283870429
1188,2671,4-day_yukon_aurora_viewing_tour,luxury_&_special_occasions,702.45,0.31748214046539414
418,957,callaghan_valley_winter_snowmobile_tour,outdoor_activities,208.95,0.316916304330738
421,960,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",outdoor_activities,72.45,0.31217996417251664
617,1357,full-day_niagara_falls_tour_from_toronto,tours_&_sightseeing,113.0,0.306115477240973
602,1340,niagara_falls_helicopter_tour,tours_&_sightseeing,145.0,0.3041441569585077
1062,2265,whale-watching_tour_from_vancouver,family_friendly,138.5,0.3019285351114946
416,955,northern_lights_tour_from_yellowknife,outdoor_activities,100.0,0.2978233399436448
581,1312,butchart_gardens_tour_from_victoria,tours_&_sightseeing,73.5,0.29659139522826206
1207,2702,lift_your_spirits!_distillery_and_cocktail_experience,luxury_&_special_occasions,105.0,0.29494338378765445
1175,2603,northern_lights_tour_from_yellowknife,luxury_&_special_occasions,100.0,0.29092264917352045
1308,3305,whistler_small-group_day_trip_from_vancouver,recommended_experiences,145.0,0.28888703763237256
874,1947,talking_trees_-_indigenous_walking_tour,walking_&_biking_tours,40.0,0.28858982102212316
1433,3440,top_of_gowlland_tod_hike_in_victoria,recommended_experiences,86.0,0.2880208277274424
597,1334,evening_wildlife_safari,tours_&_sightseeing,58.8,0.2794664113179883
850,1918,private_tour:_quebec_city_walking_tour,walking_&_biking_tours,25.72,0.2771310261278933
94,162,ottawa_river_historic_sightseeing_cruise,"cruises,_sailing_&_water_tours",28.0,0.27425156572430354
267,574,gastronomic_gastown_walking_tour,"food,_wine_&_nightlife",146.35,0.27206034011384406
1,1,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,featured_tours_and_tickets,210.0,0.2671273949904547
631,1390,vancouver_biking_and_hiking_tour_including_lunch,tours_&_sightseeing,135.5,0.26693900907824325
1173,2601,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,luxury_&_special_occasions,169.0,0.26469734718408505
164,335,ottawa_river_historic_sightseeing_cruise,cultural_&_theme_tours,28.0,0.2646875886894636
266,573,niagara-on-the-lake_wine_tour_and_tastings_with_transport,"food,_wine_&_nightlife",40.0,0.2626220232664294
244,510,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,day_trips_&_excursions,86.23,0.2620562654084681
282,591,small-group_gourmet_food_tour_in_vancouver,"food,_wine_&_nightlife",131.87,0.26077398877831304
621,1364,2-hour_ottawa_express_city_bike_tour,tours_&_sightseeing,63.0,0.2571717996514068
867,1936,montmorency_falls_bike_tour_in_quebec,walking_&_biking_tours,77.0,0.24532211703545406
578,1309,vancouver_city_hop-on_hop-off_tour,tours_&_sightseeing,31.2,0.24308689992250312
450,998,whistler_wilderness_snowmobile_run,outdoor_activities,208.96,0.23351462555801178
431,973,lake_louise_winterland_from_banff,outdoor_activities,99.0,0.23150372336019684
442,985,crystal_hut_fondue_by_snowmobile,outdoor_activities,282.45,0.22912429448314722
1311,3308,half-day_whale_watching_adventure_from_vancouver,recommended_experiences,181.13,0.22472691850574844
580,1311,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,tours_&_sightseeing,57.5,0.22394796102331624
320,678,victoria_craft_brewery_tour_and_tastings,"food,_wine_&_nightlife",79.0,0.21523918297166778
377,813,all_star_wineries_of_kelowna_tour,"food,_wine_&_nightlife",166.95,0.21380121399550642
1459,3474,60-minute_deluxe_horse-drawn_carriage_tour,recommended_experiences,215.0,0.20981716505901365
975,2134,squamish_elaho_white-water_rafting,water_sports,173.24,0.20975759649425205
958,2091,wild_current_canoe_adventure_at_pyramid_lake,water_sports,120.0,0.20948528491907273
1110,2432,boldt_castle_and_thousand_islands_helicopter_tour,family_friendly,172.84,0.20685127413822157
128,220,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,cultural_&_theme_tours,169.0,0.20653802385164893
540,1203,whistler_blackcomb_salmon_bake_dinner_and_atv_tour,outdoor_activities,183.75,0.20371994542291746
1515,3537,mountain_explorer_atv_tour,recommended_experiences,103.95,0.2008963745794325
273,580,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,"food,_wine_&_nightlife",157.07,0.19276977944554274
1082,2390,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,family_friendly,149.89,0.1892041455351196
1325,3323,gastronomic_gastown_walking_tour,recommended_experiences,146.35,0.18654601248614663
675,1542,pedicab_tour_from_victoria_cruise_ship_terminal,tours_&_sightseeing,90.0,0.18510501681111874
960,2093,victoria_whale_watch_tour,water_sports,114.45,0.18071745151280463
573,1302,montreal_city_guided_sightseeing_tour,tours_&_sightseeing,55.0,0.17861854021777512
132,224,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,cultural_&_theme_tours,157.07,0.1754741001560879
265,571,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,"food,_wine_&_nightlife",169.0,0.17542779949109907
