,att_id,att_name,att_cat,att_price,score
6,6,whistler_small-group_day_trip_from_vancouver,featured_tours_and_tickets,145.0,5.0
614,1355,ultimate_day_tour_to_victoria,tours_&_sightseeing,363.56,4.882796411699511
210,428,ultimate_day_tour_to_victoria,day_trips_&_excursions,363.56,3.659967325407413
5,5,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,featured_tours_and_tickets,204.42,3.4502320397449755
1372,3377,ultimate_day_tour_to_victoria,recommended_experiences,363.56,3.373354260596451
572,1303,vancouver_city_sightseeing_tour,tours_&_sightseeing,80.0,3.3100892285827723
1395,3404,stanley_park_horse-drawn_tours,recommended_experiences,42.0,2.8710285079165625
1095,2419,ottawa_river_historic_sightseeing_cruise,family_friendly,28.0,2.745655851970882
1175,2609,ultimate_day_tour_to_victoria,luxury_&_special_occasions,363.56,2.722563629988542
0,0,vancouver_city_sightseeing_tour,featured_tours_and_tickets,80.0,2.0067335532817725
579,1310,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",tours_&_sightseeing,158.0,1.9292675728755084
588,1323,niagara_on_the_lake_wine_tour_with_cheese_pairing,tours_&_sightseeing,83.62,1.850767752572302
1422,3431,flavors_of_old_montreal_walking_tour,recommended_experiences,68.0,1.6985939505318712
907,2025,little_italy_walking_food_tour_in_vancouver,walking_&_biking_tours,73.0,1.6889072067528885
467,1081,2_hour_banff_horseback_riding_adventure,outdoor_activities,124.95,1.6714249177384815
1039,2243,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,family_friendly,57.5,1.5764261356476996
952,2088,ultimate_day_tour_to_victoria,water_sports,363.56,1.5007013812499748
1451,3470,whistler_sasquatch_zipline,recommended_experiences,135.45,1.3933009037267616
1044,2248,niagara_on_the_lake_wine_tour_with_cheese_pairing,family_friendly,83.62,1.3712924081213498
575,1306,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,tours_&_sightseeing,149.89,1.3619975549958112
1043,2247,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,family_friendly,169.0,1.3503157694774837
396,887,ultimate_day_tour_to_victoria,sightseeing_tickets_&_passes,363.56,1.3100586325092651
1541,3585,overnight_camping_and_river-rafting_trip_in_squamish,recommended_experiences,425.24,1.2126706219952346
1289,3289,quebec_city_walking_tour,recommended_experiences,30.99,1.1184367311425598
598,1335,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",tours_&_sightseeing,72.45,1.1163521442152908
537,1202,call_of_the_wild_atv_tour,outdoor_activities,156.45,1.090680123281556
1172,2606,niagara_falls_helicopter_tour,luxury_&_special_occasions,145.0,1.0790341349653938
53,82,ultimate_day_tour_to_victoria,"cruises,_sailing_&_water_tours",363.56,1.0694240994767656
193,406,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,day_trips_&_excursions,210.0,1.0391351787488718
144,301,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,cultural_&_theme_tours,149.89,0.9965260716698626
436,980,ultimate_day_tour_to_victoria,outdoor_activities,363.56,0.9899950130275491
1097,2421,interactive_pirate_cruise_from_granville_island,family_friendly,34.5,0.9516741602919142
604,1343,5.5-hour_jasper_wildlife_and_waterfalls_tour_with_maligne_lake_cruise_from_jasper,tours_&_sightseeing,144.59,0.9148774543213657
963,2124,three_sisters_sea_kayaking_day_tour,water_sports,136.85,0.9126810924567229
868,1942,vancouver_biking_and_hiking_tour_including_lunch,walking_&_biking_tours,135.5,0.9048982797538474
1319,3321,vancouver_highlights_bike_tour,recommended_experiences,94.45,0.8962264858030258
1397,3406,wild_current_canoe_adventure_at_pyramid_lake,recommended_experiences,120.0,0.8957780293082588
199,413,niagara_on_the_lake_wine_tour_with_cheese_pairing,day_trips_&_excursions,83.62,0.8872768721665933
608,1348,toronto's_original_brunch_food_tour,tours_&_sightseeing,99.0,0.8822335368970755
424,966,niagara_falls_helicopter_tour,outdoor_activities,145.0,0.8689643072284912
1315,3316,niagara-on-the-lake_wine_tour_and_tastings_with_transport,recommended_experiences,40.0,0.8604943552280719
1124,2462,skagway_shore_excursion:_full-day_tour_of_the_yukon,shore_excursions,157.45,0.8366494005325585
1051,2258,niagara_falls_helicopter_tour,family_friendly,145.0,0.8349129231324701
861,1931,ultimate_day_tour_to_victoria,walking_&_biking_tours,363.56,0.8295955253180936
1036,2240,quebec_city_walking_tour,family_friendly,30.99,0.8112356308430175
1057,2266,ultimate_day_tour_to_victoria,family_friendly,363.56,0.8086557275266016
80,145,lady_muskoka_boat_cruise,"cruises,_sailing_&_water_tours",42.94,0.807140817065864
1298,3298,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,recommended_experiences,57.5,0.7820088851152381
1314,3315,niagara_falls_platinum_tour_from_toronto_with_cruise_and_lunch,recommended_experiences,149.0,0.7705284197222084
842,1911,small-group_quebec_city_food_tour,walking_&_biking_tours,53.0,0.76970247494688
440,986,jasper_to_banff_one-way_tour,outdoor_activities,257.25,0.75034135464389
461,1042,3_hour_whale_watching_tour,outdoor_activities,129.0,0.7224658750240917
843,1912,victoria_guided_food_and_history_tour,walking_&_biking_tours,63.0,0.7029963194643962
841,1910,quebec_city_walking_tour,walking_&_biking_tours,30.99,0.6905615925028532
1531,3570,squamish_cheakamus_white-water_rafting_from_whistler,recommended_experiences,120.74,0.6895490430701725
900,2016,downtown_toronto_bike_tour,walking_&_biking_tours,84.75,0.6859995365271725
1369,3374,niagara_falls_open-top_jet-boat_ride,recommended_experiences,79.04,0.6828686380829646
85,150,victoria_whale_watching_tour_on_a_covered_vessel,"cruises,_sailing_&_water_tours",122.0,0.6761718477874769
1316,3317,niagara_on_the_lake_wine_tour_with_cheese_pairing,recommended_experiences,83.62,0.6670207052957047
1394,3403,whistler_wilderness_snowmobile_run,recommended_experiences,208.96,0.6299895954882359
1293,3293,small-group_quebec_city_food_tour,recommended_experiences,53.0,0.6074674674325109
291,606,3-hour_old_chinatown_food_tour_in_toronto,"food,_wine_&_nightlife",100.0,0.5987164082483228
583,1315,toronto_city_hop-on_hop-off_tour,tours_&_sightseeing,43.0,0.5840608980072486
31,41,vancouver_to_victoria_seaplane_flight,"air,_helicopter_&_balloon_tours",218.0,0.5811041847829072
1304,3304,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,recommended_experiences,204.41,0.5743048558543944
204,419,luxury_niagara_falls_day_trip_from_toronto_with_cruise_and_lunch,day_trips_&_excursions,169.0,0.5689174291110002
441,988,3_hour_banff_horseback_riding_adventures,outdoor_activities,170.1,0.5671773511176911
1169,2602,niagara_on_the_lake_wine_tour_with_cheese_pairing,luxury_&_special_occasions,83.62,0.561549467366165
13,14,niagara_falls_helicopter_tour,"air,_helicopter_&_balloon_tours",145.0,0.5611901385992386
1294,3294,vancouver_city_hop-on_hop-off_tour,recommended_experiences,31.2,0.5548435451313493
1493,3517,maligne_lake_cruise,recommended_experiences,82.95,0.5470684554400197
459,1014,talking_trees_-_indigenous_walking_tour,outdoor_activities,40.0,0.5449370086183708
1325,3327,whale-watching_cruise_with_expert_naturalists,recommended_experiences,94.5,0.5418117980678016
1511,3540,little_italy_walking_food_tour_in_vancouver,recommended_experiences,73.0,0.5409526130333195
135,233,quebec_city_historic_discoverers_cruise,cultural_&_theme_tours,44.83,0.5342750780841862
261,567,small-group_quebec_city_food_tour,"food,_wine_&_nightlife",53.0,0.5286543955191014
50,78,victoria_whale_and_wildlife_cruise,"cruises,_sailing_&_water_tours",151.2,0.5260416694036155
46,70,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,"cruises,_sailing_&_water_tours",149.89,0.5216497284119864
129,222,niagara_on_the_lake_wine_tour_with_cheese_pairing,cultural_&_theme_tours,83.62,0.5147007922260269
122,214,quebec_city_walking_tour,cultural_&_theme_tours,30.99,0.5139425281667462
951,2087,niagara_falls_open-top_jet-boat_ride,water_sports,79.04,0.511809985512378
596,1333,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,tours_&_sightseeing,157.07,0.48282954123390043
757,1679,call_of_the_wild_atv_tour,tours_&_sightseeing,156.45,0.4810015357104909
477,1097,whistler_sasquatch_zipline,outdoor_activities,135.45,0.47768966832005877
1005,2188,english_bay_jet_ski_tour_from_vancouver,water_sports,155.68,0.4717226504331486
573,1304,quebec_city_walking_tour,tours_&_sightseeing,30.99,0.470457694197444
621,1367,stanley_park_horse-drawn_tours,tours_&_sightseeing,42.0,0.4549933550444675
58,88,quebec_city_historic_discoverers_cruise,"cruises,_sailing_&_water_tours",44.83,0.4454317971080429
262,568,victoria_guided_food_and_history_tour,"food,_wine_&_nightlife",63.0,0.4377266841632205
1288,3288,vancouver_city_sightseeing_tour,recommended_experiences,80.0,0.4375136751555828
584,1316,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,tours_&_sightseeing,204.42,0.4364519697980626
124,216,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,cultural_&_theme_tours,57.5,0.43521347009515376
1311,3312,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,recommended_experiences,169.0,0.4298598576185282
1303,3303,victoria_guided_food_and_history_tour,recommended_experiences,63.0,0.42079925178237854
201,415,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,day_trips_&_excursions,157.07,0.4173690866407669
1326,3328,northern_lights_tour_from_yellowknife,recommended_experiences,100.0,0.4040770010326075
1301,3301,quebec_city_sightseeing_tour,recommended_experiences,42.0,0.40274256378424494
1285,3284,walking_tour_of_old_montreal,recommended_experiences,29.5,0.4003635892242987
457,1012,summer_tour:_banff_and_its_wildlife,outdoor_activities,74.55,0.39496499542366925
950,2085,victoria_whale_and_wildlife_cruise,water_sports,151.2,0.3906935960311688
282,594,fine_dining_dinner_tour_in_whistler,"food,_wine_&_nightlife",131.24,0.3886930751282272
793,1739,full-day_niagara_ice_wine_festival_tour_with_lunch_and_winery_visits,tours_&_sightseeing,395.0,0.38217981072197554
192,405,luxury_niagara_falls_day_trip_from_toronto_with_cruise_and_lunch,day_trips_&_excursions,169.0,0.3792231757713998
47,75,whale-watching_cruise_with_expert_naturalists,"cruises,_sailing_&_water_tours",94.5,0.3778294852824266
1500,3527,6-hour_eagle_viewing_river_float_trip_from_vancouver_with_lunch,recommended_experiences,157.49,0.37479924690086774
848,1917,gastronomic_gastown_walking_tour,walking_&_biking_tours,146.35,0.37440336428537446
1049,2255,medieval_times_dinner_and_tournament_toronto,family_friendly,68.99,0.3715467371160671
394,861,butchart_gardens_tour_from_victoria,sightseeing_tickets_&_passes,73.5,0.3694964862806711
1108,2440,kingston_discovery_sightseeing_cruise,family_friendly,39.55,0.3626740665912863
1299,3299,johnston_canyon_icewalk,recommended_experiences,79.8,0.3556745133701949
1331,3333,evening_wildlife_safari,recommended_experiences,58.8,0.3548015521529554
591,1327,guided_tour_of_the_fairmont_le_château_frontenac_in_quebec_city,tours_&_sightseeing,26.25,0.35122840693272356
1472,3494,beyond_the_bagel:_montreal_jewish_food_walking_tour,recommended_experiences,85.0,0.350459497641312
994,2176,squamish_elaho_white-water_rafting_from_vancouver,water_sports,215.24,0.34554312241970764
49,77,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island","cruises,_sailing_&_water_tours",72.45,0.34451885801343196
