,att_id,att_name,att_cat,att_price,score
6,6,whistler_small-group_day_trip_from_vancouver,featured_tours_and_tickets,145.0,5.0
622,1355,ultimate_day_tour_to_victoria,tours_&_sightseeing,363.56,4.882801966486604
213,428,ultimate_day_tour_to_victoria,day_trips_&_excursions,363.56,3.660003162996388
5,5,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,featured_tours_and_tickets,204.42,3.4503254635492953
1390,3377,ultimate_day_tour_to_victoria,recommended_experiences,363.56,3.3734626397721117
578,1303,vancouver_city_sightseeing_tour,tours_&_sightseeing,80.0,3.310124432650426
1414,3404,stanley_park_horse-drawn_tours,recommended_experiences,42.0,2.8711710963144914
703,1571,niagara_falls_canada_tour_from_niagara_usa,tours_&_sightseeing,156.71,2.8407376814701197
1110,2419,ottawa_river_historic_sightseeing_cruise,family_friendly,28.0,2.7458845578480147
1191,2609,ultimate_day_tour_to_victoria,luxury_&_special_occasions,363.56,2.7226585790400204
1048,2239,niagara_falls_day_tour_from_toronto,family_friendly,94.92,2.208481165355149
78,135,summer_whale_watching_on_vancouver_island,"cruises,_sailing_&_water_tours",145.95,2.0780123966560917
0,0,vancouver_city_sightseeing_tour,featured_tours_and_tickets,80.0,2.0070130656411576
585,1310,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",tours_&_sightseeing,158.0,1.9293764879764617
594,1323,niagara_on_the_lake_wine_tour_with_cheese_pairing,tours_&_sightseeing,83.62,1.8510148031203653
1441,3431,flavors_of_old_montreal_walking_tour,recommended_experiences,68.0,1.6987218320841064
916,2025,little_italy_walking_food_tour_in_vancouver,walking_&_biking_tours,73.0,1.6890290300798534
473,1081,2_hour_banff_horseback_riding_adventure,outdoor_activities,124.95,1.671684290682905
1052,2243,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,family_friendly,57.5,1.5766500468510274
962,2088,ultimate_day_tour_to_victoria,water_sports,363.56,1.5008923173335855
595,1324,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,tours_&_sightseeing,136.26,1.4090956885944372
1470,3470,whistler_sasquatch_zipline,recommended_experiences,135.45,1.3934089037632569
1057,2248,niagara_on_the_lake_wine_tour_with_cheese_pairing,family_friendly,83.62,1.3715551584754124
581,1306,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,tours_&_sightseeing,149.89,1.362249442199019
1056,2247,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,family_friendly,169.0,1.3505304948625036
401,887,ultimate_day_tour_to_victoria,sightseeing_tickets_&_passes,363.56,1.310231091600039
278,583,niagara_falls_one_day_sightseeing_tour_from_toronto,"food,_wine_&_nightlife",99.0,1.2957022234067819
1562,3585,overnight_camping_and_river-rafting_trip_in_squamish,recommended_experiences,425.24,1.2128557516157932
1301,3285,niagara_falls_day_tour_from_toronto,recommended_experiences,94.92,1.197862651968439
1305,3289,quebec_city_walking_tour,recommended_experiences,30.99,1.1186492323621788
605,1335,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",tours_&_sightseeing,72.45,1.1165679680265967
542,1202,call_of_the_wild_atv_tour,outdoor_activities,156.45,1.0909209287546
1188,2606,niagara_falls_helicopter_tour,luxury_&_special_occasions,145.0,1.0792681659788892
56,82,ultimate_day_tour_to_victoria,"cruises,_sailing_&_water_tours",363.56,1.0697157712842291
196,406,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,day_trips_&_excursions,210.0,1.0393819464572196
147,301,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,cultural_&_theme_tours,149.89,0.9967778798684447
441,980,ultimate_day_tour_to_victoria,outdoor_activities,363.56,0.9902189272574892
1112,2421,interactive_pirate_cruise_from_granville_island,family_friendly,34.5,0.9518907591080702
