,att_id,att_name,att_cat,att_price,score
6,6,whistler_small-group_day_trip_from_vancouver,featured_tours_and_tickets,145.0,4.999999999999999
623,1355,ultimate_day_tour_to_victoria,tours_&_sightseeing,363.56,4.882800469742463
214,428,ultimate_day_tour_to_victoria,day_trips_&_excursions,363.56,3.6599740201159956
5,5,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,featured_tours_and_tickets,204.42,3.450244710722962
1393,3377,ultimate_day_tour_to_victoria,recommended_experiences,363.56,3.373370939908371
579,1303,vancouver_city_sightseeing_tour,tours_&_sightseeing,80.0,3.3100948077754393
1417,3404,stanley_park_horse-drawn_tours,recommended_experiences,42.0,2.8710531846210916
704,1571,niagara_falls_canada_tour_from_niagara_usa,tours_&_sightseeing,156.71,2.8406239227916075
1113,2419,ottawa_river_historic_sightseeing_cruise,family_friendly,28.0,2.745689476964687
1194,2609,ultimate_day_tour_to_victoria,luxury_&_special_occasions,363.56,2.7225750358702343
78,135,summer_whale_watching_on_vancouver_island,"cruises,_sailing_&_water_tours",145.95,2.077857177380784
0,0,vancouver_city_sightseeing_tour,featured_tours_and_tickets,80.0,2.006775689206845
586,1310,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",tours_&_sightseeing,158.0,1.929285096337293
595,1323,niagara_on_the_lake_wine_tour_with_cheese_pairing,tours_&_sightseeing,83.62,1.8508065444876618
1444,3431,flavors_of_old_montreal_walking_tour,recommended_experiences,68.0,1.698614939101351
919,2025,little_italy_walking_food_tour_in_vancouver,walking_&_biking_tours,73.0,1.6889249881624693
474,1081,2_hour_banff_horseback_riding_adventure,outdoor_activities,124.95,1.671465271084567
1054,2243,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,family_friendly,57.5,1.5764598541921009
965,2088,ultimate_day_tour_to_victoria,water_sports,363.56,1.500730491809431
596,1324,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,tours_&_sightseeing,136.26,1.4088869402562303
1473,3470,whistler_sasquatch_zipline,recommended_experiences,135.45,1.3933180802290452
